order_id,customer_id,seller_id,product_id,order_date,status,gmv,discount_amt,delivery_days,return_flag
21188,350,91,48,2023-09-09,Delivered,702.41,207.59,6.0,False
21189,3873,384,1641,2024-05-17,Delivered,273.62,196.38,5.0,False
21190,4867,227,486,2023-01-13,Delivered,829.69,90.31,2.0,False
21191,2674,491,1925,2023-04-26,Processing,16436.99,903.01,,False
21192,123,438,284,2024-05-30,Delivered,1439.95,790.05,5.0,False
21193,2838,441,1396,2024-05-13,Delivered,1473.31,176.69,9.0,False
21194,2028,492,157,2023-03-21,Processing,3004.87,245.13,,False
21195,4765,309,472,2023-11-28,Cancelled,56624.66,12665.34,,False
21196,1267,310,160,2023-04-17,Processing,3372.84,2267.16,,False
21197,4,59,1723,2024-04-23,Delivered,518.43,351.57,10.0,False
21198,552,129,1707,2024-05-12,Returned,437.4,82.6,,True
21199,2043,21,1456,2024-07-24,Cancelled,326.14,23.86,,False
21200,4149,164,977,2023-01-26,Delivered,50350.76,18709.24,8.0,False
21201,348,291,760,2023-02-15,Delivered,11784.58,5325.42,11.0,False
21202,3917,390,723,2023-06-18,Delivered,2766.33,1393.67,5.0,False
21203,2217,397,1175,2024-06-19,Delivered,42628.54,33341.46,3.0,False
21204,3425,215,910,2024-03-11,Delivered,2154.49,645.51,7.0,False
21205,739,175,1935,2023-03-02,Delivered,129.92,70.08,13.0,False
21206,4970,174,1805,2024-05-11,Delivered,2964.29,435.71,4.0,False
21207,295,89,1402,2024-10-03,Delivered,6518.68,3091.32,12.0,False
21208,4144,203,1397,2024-09-22,Cancelled,80853.88,47196.12,,False
21209,2550,399,657,2024-11-28,Delivered,1827.95,1142.05,12.0,False
21210,2027,176,109,2023-07-08,Delivered,6167.72,3212.28,4.0,False
21211,795,258,1736,2023-09-02,Cancelled,75.07,34.93,,False
21212,824,437,1733,2023-10-19,Delivered,445.51,84.49,2.0,False
21213,786,397,1861,2024-03-04,Delivered,1400.98,699.02,7.0,False
21214,4711,192,514,2023-05-30,Delivered,1655.61,54.39,4.0,False
21215,120,59,39,2024-11-20,Delivered,114985.31,26404.69,5.0,False
21216,2827,313,888,2023-11-08,Delivered,3126.19,613.81,1.0,False
21217,3493,264,1714,2023-05-21,Delivered,514.66,375.34,5.0,False
21218,3022,29,1261,2023-11-27,Cancelled,1000.39,679.61,,False
21219,2881,16,397,2024-07-13,Cancelled,10144.72,1335.28,,False
21220,673,261,1227,2024-12-24,Delivered,5915.79,104.21,12.0,False
21221,4620,339,1252,2024-05-16,Delivered,73.85,36.15,9.0,False
21222,2114,319,90,2024-04-21,Delivered,360.18,209.82,11.0,False
21223,3608,167,1034,2024-09-30,Delivered,6320.71,3209.29,10.0,False
21224,2188,26,538,2023-03-14,Delivered,9682.43,3017.57,9.0,False
21225,1509,425,1047,2023-08-06,Delivered,490.36,159.64,5.0,False
21226,4160,122,1204,2023-08-28,Delivered,3918.86,841.14,11.0,False
21227,3301,284,763,2024-01-23,Delivered,770.94,379.06,1.0,False
21228,3881,445,1621,2024-11-12,Delivered,973.78,6.22,5.0,False
21229,4636,420,1899,2024-03-22,Delivered,455.42,114.58,9.0,False
21230,2875,437,1195,2023-09-26,Delivered,12238.9,691.1,6.0,False
21231,4795,78,1924,2024-01-11,Cancelled,8232.44,557.56,,False
21232,2912,270,46,2023-02-11,Delivered,830.25,159.75,2.0,False
21233,3779,136,299,2023-08-27,Delivered,30522.05,18947.95,8.0,False
21234,3645,485,1253,2023-08-08,Cancelled,251.14,38.86,,False
21235,3056,16,447,2023-09-28,Returned,2550.33,1369.67,,True
21236,1385,38,206,2023-06-06,Delivered,307.24,222.76,13.0,False
21237,851,279,339,2024-11-30,Delivered,763.73,156.27,5.0,False
21238,4152,219,553,2023-05-01,Delivered,5576.62,1313.38,2.0,False
21239,2339,3,1709,2024-08-03,Delivered,2547.52,952.48,10.0,False
21240,3621,195,1240,2024-06-24,Delivered,80336.85,47563.15,1.0,False
21241,1511,358,1863,2024-07-06,Delivered,118.49,51.51,12.0,False
21242,3437,469,849,2023-03-11,Delivered,2489.94,270.06,10.0,False
21243,4314,461,1078,2024-05-23,Returned,96.87,13.13,,True
21244,3457,356,491,2024-12-31,Delivered,497.99,112.01,4.0,False
21245,3034,485,89,2023-11-15,Delivered,1697.43,722.57,13.0,False
21246,3776,319,740,2024-02-13,Delivered,4124.44,595.56,12.0,False
21247,2957,435,1135,2024-01-21,Delivered,238.54,121.46,11.0,False
21248,1244,386,325,2023-11-09,Returned,5542.36,2557.64,,True
21249,869,3,991,2024-11-28,Delivered,28278.38,3561.62,3.0,False
21250,1780,56,1233,2023-04-11,Delivered,443.29,126.71,6.0,False
21251,2353,369,1717,2024-08-04,Delivered,2789.46,1560.54,4.0,False
21252,1932,308,1227,2024-11-18,Delivered,4856.19,1163.81,4.0,False
21253,2065,109,115,2024-05-28,Delivered,260.76,109.24,10.0,False
21254,135,493,242,2024-07-08,Processing,429.94,290.06,,False
21255,781,83,1132,2023-03-07,Delivered,587.29,312.71,4.0,False
21256,194,312,314,2023-03-04,Returned,11729.84,6250.16,,True
21257,3382,290,1376,2023-04-06,Cancelled,21086.72,6803.28,,False
21258,4329,337,1599,2024-04-16,Delivered,40136.19,31083.81,13.0,False
21259,1168,277,1633,2023-11-27,Delivered,4000.56,199.44,12.0,False
21260,56,279,1168,2023-07-13,Delivered,756.72,173.28,8.0,False
21261,3718,477,1622,2023-06-29,Delivered,40.29,9.71,10.0,False
21262,3880,488,1501,2024-01-22,Delivered,421.11,188.89,7.0,False
21263,874,76,288,2024-11-20,Delivered,680.92,229.08,3.0,False
21264,3394,296,1233,2023-07-01,Delivered,536.21,33.79,11.0,False
21265,4274,281,570,2023-11-25,Delivered,5623.01,3676.99,12.0,False
21266,3846,175,1541,2023-04-11,Delivered,3826.13,2193.87,8.0,False
21267,3559,349,1403,2024-09-08,Delivered,3229.6,1780.4,11.0,False
21268,2754,85,1615,2024-04-19,Delivered,13765.63,1144.37,8.0,False
21269,4870,422,1395,2023-05-14,Processing,448.96,171.04,,False
21270,4891,365,1432,2024-08-10,Returned,4327.32,3062.68,,True
21271,3837,13,190,2023-02-18,Delivered,1780.25,429.75,2.0,False
21272,916,163,385,2023-02-10,Delivered,3366.89,1413.11,9.0,False
21273,4915,481,880,2023-06-16,Delivered,57316.51,21053.49,1.0,False
21274,1662,4,1176,2023-06-13,Delivered,13997.9,8002.1,6.0,False
21275,2978,145,996,2023-12-05,Delivered,778.35,91.65,13.0,False
21276,3810,13,385,2023-09-30,Delivered,2750.21,2029.79,6.0,False
21277,4246,275,494,2023-01-06,Delivered,708.18,101.82,4.0,False
21278,3330,140,1073,2024-09-24,Delivered,110324.86,25875.14,11.0,False
21279,3774,294,377,2023-02-12,Delivered,2672.73,127.27,6.0,False
21280,4838,181,323,2023-11-28,Delivered,22342.38,14857.62,14.0,False
21281,3953,246,1082,2024-06-17,Cancelled,760.28,169.72,,False
21282,1930,389,2,2024-08-02,Delivered,5718.25,961.75,9.0,False
21283,418,131,126,2023-10-23,Delivered,1354.54,705.46,13.0,False
21284,1169,485,431,2024-08-16,Delivered,53975.6,18964.4,3.0,False
21285,3143,314,1618,2023-12-07,Delivered,3300.99,1669.01,13.0,False
21286,77,103,1894,2024-11-29,Delivered,847.7,102.3,12.0,False
21287,4683,33,1,2023-07-29,Delivered,1549.53,1150.47,14.0,False
21288,2991,158,755,2024-03-28,Delivered,3153.05,396.95,5.0,False
21289,575,62,1490,2024-05-19,Delivered,5173.82,176.18,6.0,False
21290,3008,208,617,2023-04-16,Delivered,4356.33,123.67,13.0,False
21291,3921,236,1610,2023-09-21,Delivered,99395.62,18654.38,3.0,False
21292,1302,77,1015,2023-11-26,Delivered,18407.84,952.16,10.0,False
21293,2162,432,101,2024-05-04,Delivered,773.91,176.09,10.0,False
21294,3347,427,299,2024-07-31,Cancelled,37419.37,12050.63,,False
21295,28,409,1754,2023-07-27,Cancelled,282.56,177.44,,False
21296,64,152,392,2024-02-03,Delivered,7036.73,1833.27,9.0,False
21297,871,129,1645,2023-07-10,Delivered,264.56,25.44,1.0,False
21298,975,394,102,2023-02-04,Delivered,307.44,142.56,7.0,False
21299,1658,66,1786,2023-12-16,Delivered,121707.09,2462.91,3.0,False
21300,2103,41,1781,2023-05-02,Delivered,1911.01,1348.99,8.0,False
21301,867,383,710,2023-10-22,Delivered,5758.7,901.3,13.0,False
21302,1040,238,1798,2024-11-25,Processing,317.72,102.28,,False
21303,2959,156,886,2024-11-08,Delivered,291.33,188.67,14.0,False
21304,3922,79,1946,2024-09-23,Processing,498.55,321.45,,False
21305,2728,378,1056,2023-11-14,Delivered,1447.2,12.8,11.0,False
21306,329,21,512,2023-05-04,Cancelled,2657.54,662.46,,False
21307,4329,394,984,2023-11-22,Delivered,2142.76,1557.24,9.0,False
21308,3601,337,406,2023-04-02,Delivered,208.54,31.46,6.0,False
21309,746,467,601,2024-03-09,Delivered,94376.48,14113.52,10.0,False
21310,84,317,63,2023-06-13,Delivered,17277.3,2692.7,1.0,False
21311,97,37,1977,2023-02-10,Delivered,140.34,69.66,3.0,False
21312,1679,100,279,2023-09-30,Delivered,127738.41,16781.59,8.0,False
21313,4822,11,238,2023-03-17,Delivered,228.81,181.19,7.0,False
21314,3054,487,1050,2024-05-18,Delivered,376.77,173.23,6.0,False
21315,3846,279,960,2023-08-21,Returned,2374.02,245.98,,True
21316,78,158,732,2024-10-26,Delivered,1092.11,257.89,8.0,False
21317,2442,177,1984,2023-10-30,Delivered,4826.83,1973.17,12.0,False
21318,2015,456,1481,2023-03-28,Processing,57630.25,38949.75,,False
21319,1320,315,1674,2024-01-20,Delivered,125515.65,2174.35,1.0,False
21320,866,271,1788,2024-03-19,Returned,57626.22,20103.78,,True
21321,3314,337,1859,2023-09-22,Delivered,278.9,21.1,10.0,False
21322,1109,451,923,2024-06-26,Delivered,9713.16,3566.84,7.0,False
21323,2450,430,1716,2023-08-15,Delivered,696.56,293.44,3.0,False
21324,4705,372,934,2024-03-23,Returned,405.66,204.34,,True
21325,840,95,1424,2023-10-17,Delivered,2377.21,1532.79,11.0,False
21326,4312,164,755,2024-06-10,Delivered,2386.37,1163.63,10.0,False
21327,3015,303,1653,2023-07-09,Delivered,8987.6,1032.4,7.0,False
21328,573,309,1217,2023-07-29,Delivered,10241.33,3068.67,14.0,False
21329,670,426,1811,2024-09-17,Delivered,5343.38,26.62,8.0,False
21330,4402,461,1380,2024-08-23,Processing,25.59,14.41,,False
21331,3359,48,1603,2023-07-03,Processing,13382.23,1087.77,,False
21332,3544,265,1523,2023-07-04,Delivered,465.4,94.6,5.0,False
21333,2668,140,1119,2023-02-18,Delivered,5693.31,1906.69,10.0,False
21334,3784,389,1271,2024-05-29,Cancelled,59543.39,26846.61,,False
21335,3173,355,756,2023-12-01,Cancelled,2680.75,1349.25,,False
21336,426,347,892,2023-07-29,Delivered,1161.43,648.57,10.0,False
21337,609,416,810,2023-04-12,Delivered,681.29,208.71,11.0,False
21338,3468,71,93,2023-05-23,Delivered,302.0,128.0,5.0,False
21339,4700,308,853,2024-10-26,Processing,155.33,64.67,,False
21340,2164,84,930,2024-06-27,Delivered,370.95,89.05,10.0,False
21341,1586,188,721,2024-01-29,Delivered,2824.78,395.22,12.0,False
21342,1772,140,1764,2024-05-04,Delivered,2591.05,48.95,9.0,False
21343,2633,219,1950,2023-11-12,Delivered,6081.69,3688.31,14.0,False
21344,1485,69,73,2023-07-20,Delivered,2242.93,717.07,10.0,False
21345,2442,215,1475,2024-06-21,Processing,73.33,46.67,,False
21346,4050,324,857,2024-10-08,Delivered,290.57,139.43,1.0,False
21347,4229,220,1656,2024-10-23,Delivered,1653.65,1336.35,6.0,False
21348,2291,186,330,2023-02-19,Delivered,3871.9,568.1,6.0,False
21349,3962,439,373,2023-01-16,Delivered,6935.04,1204.96,10.0,False
21350,44,59,616,2023-09-19,Delivered,2863.71,1026.29,3.0,False
21351,1588,306,766,2023-02-20,Returned,17690.96,3899.04,,True
21352,4202,227,1990,2024-04-19,Returned,23325.7,17514.3,,True
21353,4948,293,1250,2023-01-06,Delivered,2544.04,1405.96,14.0,False
21354,1766,22,53,2024-09-15,Delivered,14144.8,695.2,6.0,False
21355,3835,231,131,2023-07-07,Delivered,921.22,438.78,4.0,False
21356,1562,34,526,2024-12-23,Delivered,2139.88,10.12,13.0,False
21357,3196,237,1488,2023-11-26,Delivered,52055.12,27784.88,14.0,False
21358,251,467,182,2024-08-05,Delivered,900.79,109.21,4.0,False
21359,3616,487,1941,2023-06-09,Delivered,1480.32,399.68,4.0,False
21360,3149,153,1439,2024-03-23,Delivered,726.98,3.02,4.0,False
21361,451,453,1691,2024-07-16,Returned,258.97,171.03,,True
21362,4937,301,318,2024-11-09,Cancelled,6201.74,1218.26,,False
21363,4984,365,299,2024-08-12,Delivered,32749.99,16720.01,12.0,False
21364,4646,464,717,2023-02-06,Delivered,378.93,261.07,14.0,False
21365,3811,366,466,2023-01-04,Delivered,143.72,46.28,6.0,False
21366,3250,42,1149,2023-09-16,Delivered,190.26,109.74,9.0,False
21367,2410,212,214,2023-03-07,Delivered,5476.01,2853.99,12.0,False
21368,1279,390,1078,2023-06-22,Delivered,87.27,22.73,5.0,False
21369,4839,189,1275,2024-10-18,Delivered,637.25,82.75,13.0,False
21370,1726,357,1697,2023-01-09,Returned,4489.43,2230.57,,True
21371,3480,105,913,2024-04-13,Delivered,485.58,224.42,3.0,False
21372,2382,382,591,2024-07-18,Delivered,1954.64,585.36,5.0,False
21373,3834,311,1635,2023-09-03,Delivered,17375.72,11554.28,10.0,False
21374,604,284,1249,2023-05-14,Delivered,6369.68,1020.32,2.0,False
21375,4909,354,577,2023-09-30,Returned,4455.27,3594.73,,True
21376,1362,33,200,2023-03-23,Delivered,70983.44,18966.56,12.0,False
21377,511,55,237,2023-03-11,Delivered,2999.33,290.67,9.0,False
21378,3342,401,1639,2024-08-22,Delivered,327.11,212.89,2.0,False
21379,879,134,822,2024-01-01,Delivered,92.74,37.26,10.0,False
21380,2874,364,169,2024-09-26,Delivered,5292.26,2067.74,6.0,False
21381,3505,371,385,2024-08-13,Delivered,3180.18,1599.82,14.0,False
21382,4745,16,228,2023-11-11,Returned,873.56,26.44,,True
21383,3924,396,971,2024-11-27,Returned,15531.55,5308.45,,True
21384,3511,114,1611,2023-01-06,Delivered,4032.08,77.92,13.0,False
21385,3599,153,1660,2024-02-23,Delivered,799.0,51.0,10.0,False
21386,4243,342,1740,2023-08-22,Delivered,5529.05,30.95,5.0,False
21387,1913,99,259,2023-08-04,Delivered,12715.23,3184.77,13.0,False
21388,4415,202,1547,2024-12-15,Delivered,1409.94,540.06,6.0,False
21389,3458,139,396,2024-07-25,Delivered,733.57,66.43,5.0,False
21390,4348,429,305,2023-04-15,Delivered,12864.58,1075.42,8.0,False
21391,828,181,1794,2024-06-05,Delivered,460.39,119.61,11.0,False
21392,2482,281,462,2023-02-05,Delivered,3305.91,874.09,13.0,False
21393,4104,139,270,2023-12-26,Delivered,10322.18,7177.82,8.0,False
21394,1725,352,180,2024-11-18,Delivered,5643.51,576.49,3.0,False
21395,4964,418,768,2023-02-04,Cancelled,234.01,5.99,,False
21396,3319,242,1246,2023-01-14,Delivered,3321.1,1528.9,13.0,False
21397,4007,458,446,2024-09-03,Delivered,8220.3,3269.7,5.0,False
21398,1803,41,766,2023-05-29,Delivered,13357.99,8232.01,12.0,False
21399,4737,337,635,2023-08-29,Delivered,1424.99,265.01,14.0,False
21400,4297,59,1399,2024-06-24,Delivered,7071.13,2788.87,13.0,False
21401,687,357,1114,2023-05-29,Delivered,8916.55,3823.45,11.0,False
21402,3723,410,826,2023-09-02,Returned,14066.47,5173.53,,True
21403,876,305,1726,2024-06-09,Delivered,478.74,221.26,5.0,False
21404,2851,300,575,2024-12-20,Delivered,6647.77,3982.23,10.0,False
21405,3023,497,1517,2023-08-16,Delivered,1592.17,867.83,4.0,False
21406,3351,379,1893,2024-05-01,Returned,3266.91,263.09,,True
21407,1951,36,1755,2024-02-21,Delivered,5862.49,3187.51,11.0,False
21408,1083,200,1612,2023-05-14,Delivered,14789.33,3630.67,2.0,False
21409,3874,236,1587,2023-01-27,Delivered,2789.43,1230.57,12.0,False
21410,3064,491,328,2023-01-28,Cancelled,4157.22,462.78,,False
21411,2871,418,651,2024-10-31,Delivered,1436.51,203.49,10.0,False
21412,1958,485,1337,2023-09-17,Delivered,7211.9,1968.1,3.0,False
21413,360,323,1943,2024-05-24,Delivered,15517.7,2232.3,8.0,False
21414,3148,13,1276,2024-10-22,Delivered,26874.99,20535.01,6.0,False
21415,4682,300,831,2023-06-15,Cancelled,2092.3,587.7,,False
21416,2035,474,39,2023-07-16,Delivered,106174.36,35215.64,12.0,False
21417,2377,130,623,2024-03-11,Delivered,3462.91,457.09,7.0,False
21418,4425,381,1691,2023-08-03,Delivered,278.97,151.03,7.0,False
21419,559,200,1602,2023-06-24,Delivered,1925.42,1254.58,5.0,False
21420,1475,76,1279,2023-06-22,Delivered,726.15,233.85,9.0,False
21421,44,105,486,2024-10-24,Delivered,761.42,158.58,3.0,False
21422,1370,196,411,2023-06-01,Delivered,6727.45,352.55,12.0,False
21423,3149,292,768,2023-10-26,Delivered,206.81,33.19,2.0,False
21424,70,176,1305,2023-06-18,Delivered,641.29,158.71,14.0,False
21425,3859,325,705,2023-09-09,Cancelled,3852.42,897.58,,False
21426,3585,346,1280,2023-08-24,Returned,10643.9,4356.1,,True
21427,1284,212,1237,2024-04-13,Delivered,2781.06,1398.94,3.0,False
21428,854,354,467,2024-08-19,Delivered,491.35,148.65,5.0,False
21429,4303,221,1008,2024-01-20,Processing,342.68,147.32,,False
21430,1219,476,416,2024-10-18,Delivered,438.33,71.67,12.0,False
21431,2365,226,452,2023-07-20,Returned,1143.75,136.25,,True
21432,1790,274,1560,2023-12-27,Delivered,17688.28,2971.72,8.0,False
21433,760,173,1421,2024-06-15,Delivered,811.08,18.92,8.0,False
21434,1885,364,712,2023-07-21,Cancelled,200.33,159.67,,False
21435,2722,457,1390,2024-01-14,Delivered,1680.37,749.63,10.0,False
21436,1616,467,829,2023-12-09,Processing,6687.57,3912.43,,False
21437,3943,147,1580,2024-11-05,Delivered,427.82,332.18,12.0,False
21438,4196,181,364,2023-07-29,Delivered,8885.4,344.6,4.0,False
21439,3696,149,1775,2023-10-08,Delivered,543.47,396.53,5.0,False
21440,2638,141,479,2024-08-29,Delivered,310.67,159.33,11.0,False
21441,4280,461,994,2023-08-12,Delivered,6866.06,2813.94,12.0,False
21442,1769,137,988,2024-12-12,Delivered,749.95,70.05,11.0,False
21443,2656,331,1160,2023-07-19,Delivered,2221.33,398.67,7.0,False
21444,675,318,1056,2023-04-28,Delivered,1381.24,78.76,3.0,False
21445,4457,149,328,2024-07-03,Delivered,2603.25,2016.75,3.0,False
21446,4050,91,207,2024-11-13,Delivered,6018.97,431.03,9.0,False
21447,3155,427,1826,2023-05-09,Delivered,521.47,78.53,1.0,False
21448,4780,499,1848,2024-03-23,Delivered,367.37,132.63,11.0,False
21449,3425,456,1262,2024-04-05,Delivered,10205.56,1704.44,12.0,False
21450,263,268,405,2024-08-15,Delivered,649.18,260.82,7.0,False
21451,687,441,704,2024-03-19,Cancelled,71950.5,13219.5,,False
21452,1032,270,1441,2024-01-13,Delivered,67976.96,40413.04,1.0,False
21453,2406,204,940,2023-04-11,Delivered,21000.05,169.95,13.0,False
21454,2937,386,164,2024-08-18,Delivered,1722.79,77.21,11.0,False
21455,2282,489,1233,2023-11-04,Returned,527.98,42.02,,True
21456,1468,112,494,2024-03-10,Delivered,688.96,121.04,8.0,False
21457,1733,163,1926,2023-02-03,Processing,461.08,18.92,,False
21458,60,445,1163,2023-10-10,Delivered,88047.86,40492.14,7.0,False
21459,633,352,889,2024-12-27,Delivered,14867.26,8232.74,13.0,False
21460,1805,376,524,2023-09-06,Delivered,4298.65,51.35,10.0,False
21461,94,379,1513,2024-01-21,Delivered,1031.85,38.15,13.0,False
21462,3606,279,1269,2023-09-22,Returned,1206.81,243.19,,True
21463,2714,50,369,2024-12-08,Cancelled,90230.86,47469.14,,False
21464,4390,239,1481,2024-05-10,Delivered,85797.19,10782.81,4.0,False
21465,1422,425,445,2024-07-12,Returned,5977.98,4522.02,,True
21466,4084,494,647,2024-04-07,Delivered,16350.42,10609.58,4.0,False
21467,3344,114,1264,2023-08-15,Delivered,202.33,67.67,7.0,False
21468,2716,165,1681,2024-01-20,Delivered,2883.87,1296.13,12.0,False
21469,795,92,966,2024-05-26,Delivered,108512.41,13867.59,11.0,False
21470,3180,389,1833,2023-09-15,Delivered,20686.03,8443.97,2.0,False
21471,3564,35,1555,2024-03-25,Processing,13411.68,1408.32,,False
21472,3213,190,1938,2023-12-26,Delivered,326.22,3.78,11.0,False
21473,1056,134,1852,2024-07-30,Cancelled,5402.26,3957.74,,False
21474,1724,258,1428,2024-07-01,Delivered,8244.3,6515.7,4.0,False
21475,4672,152,1508,2023-03-28,Processing,3089.29,610.71,,False
21476,485,110,101,2023-09-13,Delivered,847.69,102.31,7.0,False
21477,4631,236,376,2023-10-08,Returned,282.09,127.91,,True
21478,1134,286,840,2024-12-19,Returned,4688.53,3421.47,,True
21479,1145,427,701,2024-01-30,Delivered,7646.44,123.56,7.0,False
21480,2986,266,341,2023-09-18,Delivered,103779.9,27350.1,13.0,False
21481,2537,468,1942,2023-12-30,Delivered,88105.84,16404.16,8.0,False
21482,769,368,1040,2024-10-31,Returned,1012.72,337.28,,True
21483,2054,163,1622,2023-08-11,Processing,41.27,8.73,,False
21484,51,132,1495,2024-08-22,Delivered,7494.35,5185.65,13.0,False
21485,3348,252,1134,2024-11-02,Returned,1784.28,845.72,,True
21486,4098,203,1009,2023-12-03,Delivered,224.79,65.21,14.0,False
21487,275,306,1049,2024-06-07,Delivered,893.88,656.12,5.0,False
21488,805,469,982,2024-03-15,Delivered,9204.94,1075.06,12.0,False
21489,3988,121,1690,2023-12-16,Delivered,865.55,54.45,14.0,False
21490,296,115,836,2023-09-26,Delivered,457.17,32.83,7.0,False
21491,1288,102,1040,2024-11-08,Delivered,903.96,446.04,1.0,False
21492,3019,83,212,2023-05-19,Delivered,8235.2,1574.8,2.0,False
21493,413,79,1652,2023-05-07,Delivered,12655.42,3344.58,13.0,False
21494,1906,482,82,2024-12-01,Delivered,3096.85,1283.15,3.0,False
21495,3784,423,848,2023-08-18,Cancelled,1882.35,1057.65,,False
21496,4807,324,673,2024-05-13,Processing,801.09,138.91,,False
21497,3907,194,1140,2024-06-01,Delivered,499.89,180.11,8.0,False
21498,4993,134,1536,2024-06-01,Delivered,4638.37,2121.63,10.0,False
21499,3726,397,1863,2023-01-15,Delivered,134.26,35.74,6.0,False
21500,4987,168,531,2024-05-23,Delivered,125.93,14.07,8.0,False
21501,312,363,295,2023-07-27,Returned,110986.75,3753.25,,True
21502,1432,145,1592,2023-07-12,Delivered,133.81,96.19,3.0,False
21503,1818,463,1540,2023-08-11,Delivered,751.58,8.42,11.0,False
21504,3665,41,682,2023-02-19,Delivered,518.69,121.31,4.0,False
21505,1195,430,1422,2024-12-24,Delivered,14093.45,2546.55,11.0,False
21506,4479,101,1899,2024-06-18,Delivered,338.29,231.71,7.0,False
21507,2847,413,302,2023-03-31,Delivered,149.4,40.6,13.0,False
21508,2875,188,1658,2023-11-07,Delivered,900.76,109.24,5.0,False
21509,3105,101,1139,2023-10-06,Processing,12001.71,8638.29,,False
21510,1520,237,681,2024-01-16,Cancelled,15114.78,305.22,,False
21511,4253,271,715,2023-07-20,Cancelled,13498.02,2531.98,,False
21512,2075,196,123,2024-04-12,Delivered,35392.85,19447.15,6.0,False
21513,1195,264,1279,2024-04-13,Returned,853.32,106.68,,True
21514,2716,477,301,2024-04-21,Returned,303.31,156.69,,True
21515,2232,403,1260,2024-01-08,Delivered,3994.7,2515.3,13.0,False
21516,2401,486,132,2024-07-05,Cancelled,73162.66,5927.34,,False
21517,107,153,493,2024-03-21,Delivered,64.82,45.18,9.0,False
21518,316,387,493,2024-05-22,Delivered,77.69,32.31,8.0,False
21519,185,160,342,2024-03-12,Delivered,384.24,265.76,2.0,False
21520,2730,413,1729,2024-04-21,Delivered,484.02,315.98,3.0,False
21521,1586,319,380,2023-04-30,Delivered,10888.83,3111.17,3.0,False
21522,4037,291,1032,2024-08-06,Delivered,305.86,234.14,8.0,False
21523,1099,201,1055,2023-03-17,Delivered,395.6,114.4,9.0,False
21524,4556,328,1252,2023-11-23,Delivered,74.68,35.32,9.0,False
21525,260,126,450,2024-08-03,Delivered,358.06,41.94,7.0,False
21526,2899,286,1155,2023-02-03,Delivered,113.98,46.02,10.0,False
21527,1888,499,1255,2024-10-06,Delivered,526.09,223.91,9.0,False
21528,3472,487,1117,2024-04-26,Delivered,9055.61,414.39,8.0,False
21529,189,393,1175,2023-03-01,Cancelled,65390.82,10579.18,,False
21530,2306,490,595,2023-02-03,Delivered,79182.4,57147.6,5.0,False
21531,4018,417,346,2023-01-02,Delivered,26346.64,693.36,11.0,False
21532,2044,396,602,2023-01-27,Delivered,1777.86,1042.14,8.0,False
21533,4963,55,651,2023-07-11,Delivered,1547.69,92.31,5.0,False
21534,1769,383,1624,2023-11-06,Delivered,1070.37,599.63,8.0,False
21535,3536,308,1830,2023-03-19,Returned,6100.21,1679.79,,True
21536,4539,392,580,2023-09-21,Delivered,5313.26,3586.74,10.0,False
21537,4338,384,434,2024-07-01,Cancelled,466.46,3.54,,False
21538,1755,130,88,2024-06-28,Delivered,7034.49,2665.51,12.0,False
21539,1194,379,149,2024-09-14,Delivered,66.59,43.41,10.0,False
21540,3536,283,1630,2024-11-13,Delivered,19632.05,10217.95,14.0,False
21541,608,277,1280,2024-12-12,Returned,14241.14,758.86,,True
21542,679,421,659,2023-11-28,Delivered,10202.34,2207.66,12.0,False
21543,1533,185,625,2023-08-15,Delivered,252.86,107.14,12.0,False
21544,4913,195,1469,2024-07-29,Cancelled,11685.56,2794.44,,False
21545,1358,181,1648,2024-11-17,Delivered,10622.11,6797.89,9.0,False
21546,3870,363,1050,2024-10-17,Cancelled,314.1,235.9,,False
21547,2578,449,259,2024-07-17,Delivered,13335.11,2564.89,10.0,False
21548,2243,147,1215,2024-06-05,Delivered,3001.06,798.94,2.0,False
21549,3178,229,343,2023-12-03,Delivered,3677.66,2662.34,13.0,False
21550,2804,218,1623,2024-05-04,Returned,411.33,178.67,,True
21551,1856,303,503,2023-05-22,Delivered,78056.58,22723.42,11.0,False
21552,2230,490,360,2023-12-30,Returned,8445.34,404.66,,True
21553,4706,244,1742,2023-06-21,Delivered,536.2,233.8,14.0,False
21554,4343,329,815,2023-11-28,Delivered,1483.41,16.59,3.0,False
21555,4775,115,1276,2023-04-25,Returned,45406.27,2003.73,,True
21556,1453,306,1932,2023-08-20,Delivered,950.49,19.51,12.0,False
21557,1709,49,1550,2024-02-05,Delivered,14575.19,3954.81,7.0,False
21558,3795,92,675,2024-06-14,Delivered,11416.23,7213.77,13.0,False
21559,1908,181,1669,2023-07-06,Cancelled,3962.17,497.83,,False
21560,3495,441,994,2023-01-12,Delivered,6574.18,3105.82,10.0,False
21561,4731,313,900,2023-09-20,Delivered,4085.41,3084.59,9.0,False
21562,3459,473,1173,2023-05-10,Cancelled,620.22,49.78,,False
21563,1277,178,824,2024-03-21,Delivered,677.13,472.87,7.0,False
21564,3080,255,1659,2023-08-22,Delivered,2548.88,1441.12,11.0,False
21565,972,470,1063,2024-01-21,Delivered,3137.13,722.87,13.0,False
21566,555,273,521,2023-12-14,Returned,16400.41,2699.59,,True
21567,3625,360,1295,2023-08-28,Returned,44347.47,29462.53,,True
21568,731,184,587,2024-11-08,Returned,242.36,87.64,,True
