customer_id,city,state,signup_date,segment,acquisition_channel,lifetime_orders
2785,Coimbatore,Tamil Nadu,2024-03-08,Premium,App Install,18
2786,Patna,Bihar,2023-08-21,Regular,Email,16
2787,Patna,Bihar,2023-08-01,Regular,Referral,14
2788,Pune,Maharashtra,2023-09-12,New,Referral,3
2789,Kolkata,West Bengal,2023-05-09,New,Organic Search,3
2790,Delhi,Delhi,2024-08-16,Regular,Social Media,14
2791,Chennai,Tamil Nadu,2024-01-17,Regular,Email,5
2792,Chandigarh,Punjab,2024-01-24,Inactive,Referral,1
2793,Indore,Madhya Pradesh,2023-02-20,New,Organic Search,3
2794,Hyderabad,Telangana,2024-08-09,Regular,Social Media,8
2795,Hyderabad,Telangana,2023-11-02,Inactive,Email,5
2796,Lucknow,Uttar Pradesh,2023-09-14,Inactive,Paid Ads,1
2797,Jaipur,Rajasthan,2023-10-28,New,Referral,2
2798,Surat,Gujarat,2023-10-08,Inactive,App Install,5
2799,Agra,Uttar Pradesh,2024-09-20,Regular,Referral,17
2800,Chennai,Tamil Nadu,2024-05-24,Inactive,Referral,1
2801,Pune,Maharashtra,2023-12-01,Regular,Referral,12
2802,Kolkata,West Bengal,2023-06-15,Regular,Organic Search,13
2803,Bengaluru,Karnataka,2023-11-19,Inactive,Referral,3
2804,Hyderabad,Telangana,2024-05-16,Regular,Referral,14
2805,Nagpur,Maharashtra,2024-07-04,Regular,Organic Search,18
2806,Coimbatore,Tamil Nadu,2023-11-12,Regular,Social Media,11
2807,Nagpur,Maharashtra,2023-07-16,Inactive,Email,5
2808,Mumbai,Maharashtra,2023-01-30,Regular,Referral,8
2809,Coimbatore,Tamil Nadu,2023-09-06,Inactive,Social Media,3
2810,Pune,Maharashtra,2024-02-19,Regular,Referral,8
2811,Delhi,Delhi,2023-07-08,Regular,Referral,14
2812,Chennai,Tamil Nadu,2023-10-24,Regular,Organic Search,7
2813,Ahmedabad,Gujarat,2024-02-11,Regular,App Install,14
2814,Surat,Gujarat,2024-09-10,Regular,Email,15
2815,Nagpur,Maharashtra,2023-08-23,Regular,Organic Search,4
2816,Kolkata,West Bengal,2024-03-11,New,Paid Ads,1
2817,Agra,Uttar Pradesh,2023-05-02,Regular,Paid Ads,8
2818,Mumbai,Maharashtra,2023-10-29,Inactive,Paid Ads,4
2819,Jaipur,Rajasthan,2024-03-14,New,Referral,3
2820,Lucknow,Uttar Pradesh,2024-04-30,Regular,Social Media,16
2821,Patna,Bihar,2023-05-18,Inactive,Social Media,5
2822,Chennai,Tamil Nadu,2023-03-10,Regular,Referral,4
2823,Lucknow,Uttar Pradesh,2023-04-17,Premium,Organic Search,26
2824,Coimbatore,Tamil Nadu,2023-10-15,Premium,App Install,21
2825,Bengaluru,Karnataka,2023-04-05,Regular,Social Media,20
2826,Mumbai,Maharashtra,2023-09-15,New,Email,3
2827,Coimbatore,Tamil Nadu,2024-02-02,Regular,Organic Search,4
2828,Agra,Uttar Pradesh,2024-07-03,New,Organic Search,1
2829,Bengaluru,Karnataka,2024-04-30,New,Email,3
2830,Coimbatore,Tamil Nadu,2024-02-10,New,Referral,3
2831,Ahmedabad,Gujarat,2024-05-21,New,Email,1
2832,Bhopal,Madhya Pradesh,2023-07-20,Inactive,Organic Search,2
2833,Bhopal,Madhya Pradesh,2024-08-14,Regular,Email,15
2834,Indore,Madhya Pradesh,2024-03-30,Inactive,Organic Search,3
2835,Kolkata,West Bengal,2024-04-01,Premium,Paid Ads,60
2836,Coimbatore,Tamil Nadu,2024-02-23,Regular,Social Media,9
2837,Mumbai,Maharashtra,2024-03-11,New,Organic Search,1
2838,Delhi,Delhi,2023-04-24,Regular,Paid Ads,5
2839,Vadodara,Gujarat,2023-07-28,Premium,Email,31
2840,Jaipur,Rajasthan,2023-08-23,Regular,App Install,19
2841,Bengaluru,Karnataka,2023-12-17,Inactive,Paid Ads,4
2842,Vadodara,Gujarat,2023-12-21,Regular,App Install,16
2843,Coimbatore,Tamil Nadu,2024-06-29,New,Organic Search,2
2844,Pune,Maharashtra,2024-07-21,New,Social Media,3
2845,Mumbai,Maharashtra,2023-06-22,Premium,Social Media,31
2846,Lucknow,Uttar Pradesh,2024-06-10,Regular,Paid Ads,13
2847,Hyderabad,Telangana,2023-05-11,New,Organic Search,3
2848,Indore,Madhya Pradesh,2024-07-24,Regular,App Install,11
2849,Coimbatore,Tamil Nadu,2024-05-30,Inactive,Social Media,3
2850,Ahmedabad,Gujarat,2024-01-06,Regular,Social Media,5
2851,Mumbai,Maharashtra,2023-02-02,New,App Install,2
2852,Nagpur,Maharashtra,2023-09-18,Regular,Social Media,15
2853,Hyderabad,Telangana,2023-10-20,Premium,App Install,44
2854,Chennai,Tamil Nadu,2023-12-13,Regular,App Install,8
2855,Hyderabad,Telangana,2023-07-21,Regular,Organic Search,7
2856,Kolkata,West Bengal,2023-05-24,Regular,Paid Ads,8
2857,Kochi,Kerala,2024-04-03,Regular,Social Media,19
2858,Mumbai,Maharashtra,2024-09-27,New,App Install,1
2859,Bhopal,Madhya Pradesh,2024-04-06,Inactive,Referral,4
2860,Chennai,Tamil Nadu,2023-07-31,New,Paid Ads,3
2861,Kolkata,West Bengal,2023-10-28,New,App Install,3
2862,Jaipur,Rajasthan,2023-06-20,Regular,Referral,9
2863,Indore,Madhya Pradesh,2023-02-01,New,Paid Ads,3
2864,Delhi,Delhi,2024-07-05,New,Referral,3
2865,Kolkata,West Bengal,2023-06-23,New,Organic Search,2
2866,Bengaluru,Karnataka,2023-12-29,Regular,App Install,4
2867,Hyderabad,Telangana,2024-07-09,Premium,Organic Search,19
2868,Kochi,Kerala,2024-09-13,Inactive,Referral,2
2869,Surat,Gujarat,2023-02-12,New,Social Media,2
2870,Bhopal,Madhya Pradesh,2023-07-19,New,Organic Search,2
2871,Coimbatore,Tamil Nadu,2024-09-15,Premium,Paid Ads,35
2872,Chandigarh,Punjab,2024-07-12,Regular,Email,8
2873,Agra,Uttar Pradesh,2023-10-01,Premium,Email,29
2874,Chandigarh,Punjab,2023-12-05,New,Paid Ads,2
2875,Ahmedabad,Gujarat,2023-01-13,New,Organic Search,3
2876,Surat,Gujarat,2023-04-17,New,Email,1
2877,Lucknow,Uttar Pradesh,2024-02-10,New,Referral,2
2878,Vadodara,Gujarat,2024-06-01,Regular,Social Media,20
2879,Surat,Gujarat,2023-03-10,Regular,Referral,15
2880,Ahmedabad,Gujarat,2023-06-26,New,Social Media,2
2881,Hyderabad,Telangana,2023-09-18,Premium,App Install,38
2882,Pune,Maharashtra,2023-09-25,New,Social Media,2
2883,Chennai,Tamil Nadu,2023-02-24,Inactive,Email,2
2884,Kochi,Kerala,2024-07-01,Regular,Social Media,6
2885,Chandigarh,Punjab,2024-05-01,New,Email,3
2886,Delhi,Delhi,2023-08-11,Regular,Referral,7
2887,Agra,Uttar Pradesh,2023-01-16,Regular,App Install,14
2888,Surat,Gujarat,2023-09-04,Premium,App Install,53
2889,Chandigarh,Punjab,2023-05-07,Premium,Paid Ads,49
2890,Agra,Uttar Pradesh,2024-04-12,Premium,Email,47
2891,Agra,Uttar Pradesh,2023-09-19,Premium,Email,39
2892,Bengaluru,Karnataka,2024-09-29,New,Email,3
2893,Nagpur,Maharashtra,2024-03-11,Regular,Email,20
2894,Kolkata,West Bengal,2024-06-10,Inactive,Paid Ads,5
2895,Coimbatore,Tamil Nadu,2023-03-04,Premium,Social Media,35
2896,Vadodara,Gujarat,2024-05-07,Inactive,Email,2
2897,Delhi,Delhi,2024-05-05,Regular,Organic Search,12
2898,Agra,Uttar Pradesh,2024-04-05,New,App Install,1
2899,Chennai,Tamil Nadu,2023-09-17,Premium,Referral,29
2900,Coimbatore,Tamil Nadu,2023-02-07,New,Organic Search,3
2901,Chandigarh,Punjab,2024-09-04,Regular,Email,16
2902,Ahmedabad,Gujarat,2023-09-16,Regular,Paid Ads,12
2903,Coimbatore,Tamil Nadu,2023-05-16,Regular,Paid Ads,11
2904,Coimbatore,Tamil Nadu,2024-08-29,Regular,Referral,9
2905,Hyderabad,Telangana,2024-06-17,New,Paid Ads,1
2906,Indore,Madhya Pradesh,2024-08-04,New,Organic Search,1
2907,Coimbatore,Tamil Nadu,2023-04-26,Regular,App Install,19
2908,Nagpur,Maharashtra,2023-01-31,New,Referral,1
2909,Vadodara,Gujarat,2024-08-03,New,Paid Ads,1
2910,Mumbai,Maharashtra,2024-06-13,New,Email,1
2911,Patna,Bihar,2024-08-14,Regular,Email,10
2912,Vadodara,Gujarat,2023-06-21,Premium,Paid Ads,22
2913,Indore,Madhya Pradesh,2023-02-15,Regular,Organic Search,4
2914,Indore,Madhya Pradesh,2023-07-09,Inactive,Paid Ads,2
2915,Hyderabad,Telangana,2023-01-03,Inactive,Organic Search,1
2916,Agra,Uttar Pradesh,2024-06-18,Inactive,Referral,4
2917,Kochi,Kerala,2024-03-20,Regular,Referral,7
2918,Lucknow,Uttar Pradesh,2023-02-16,Regular,Organic Search,20
2919,Pune,Maharashtra,2024-09-03,Regular,App Install,19
2920,Lucknow,Uttar Pradesh,2024-01-31,Regular,Organic Search,4
2921,Delhi,Delhi,2024-07-14,Regular,Organic Search,13
2922,Chennai,Tamil Nadu,2023-07-13,New,Social Media,2
2923,Chennai,Tamil Nadu,2023-04-06,Inactive,Social Media,1
2924,Surat,Gujarat,2023-08-29,Regular,Email,13
2925,Mumbai,Maharashtra,2023-11-23,Regular,App Install,11
2926,Vadodara,Gujarat,2023-03-29,New,Email,3
2927,Chennai,Tamil Nadu,2023-02-18,Regular,Referral,12
2928,Bengaluru,Karnataka,2024-03-07,New,Email,3
2929,Patna,Bihar,2023-05-22,Inactive,Paid Ads,3
2930,Vadodara,Gujarat,2023-11-13,Premium,Referral,52
2931,Coimbatore,Tamil Nadu,2023-11-20,Regular,App Install,7
2932,Pune,Maharashtra,2023-02-05,Regular,Organic Search,10
2933,Mumbai,Maharashtra,2023-01-18,Regular,Referral,16
2934,Indore,Madhya Pradesh,2023-07-06,Regular,Organic Search,15
2935,Vadodara,Gujarat,2023-10-13,Regular,Social Media,16
2936,Chandigarh,Punjab,2024-03-24,Inactive,Organic Search,3
2937,Coimbatore,Tamil Nadu,2023-01-21,Premium,App Install,17
2938,Kochi,Kerala,2024-03-22,New,Referral,3
2939,Agra,Uttar Pradesh,2024-02-04,New,Referral,2
2940,Ahmedabad,Gujarat,2023-04-05,Premium,Organic Search,15
2941,Vadodara,Gujarat,2024-02-07,Regular,Social Media,13
2942,Ahmedabad,Gujarat,2023-03-30,Regular,App Install,6
2943,Bengaluru,Karnataka,2023-08-19,Regular,Social Media,4
2944,Pune,Maharashtra,2024-04-02,Regular,Email,14
2945,Bengaluru,Karnataka,2023-04-13,New,Referral,3
2946,Hyderabad,Telangana,2024-08-28,Regular,Social Media,19
2947,Vadodara,Gujarat,2023-02-12,Regular,Email,4
2948,Chandigarh,Punjab,2024-01-12,New,Email,1
2949,Agra,Uttar Pradesh,2024-03-16,Regular,Referral,10
2950,Bhopal,Madhya Pradesh,2023-10-29,Inactive,Email,2
2951,Hyderabad,Telangana,2024-01-22,Premium,Email,51
2952,Agra,Uttar Pradesh,2024-08-01,New,Email,2
2953,Nagpur,Maharashtra,2023-06-13,Premium,Referral,53
2954,Vadodara,Gujarat,2024-04-15,Regular,Organic Search,20
2955,Chandigarh,Punjab,2023-08-28,Inactive,Email,4
2956,Chennai,Tamil Nadu,2024-07-25,Regular,Email,20
2957,Indore,Madhya Pradesh,2024-08-02,Regular,Organic Search,19
2958,Hyderabad,Telangana,2024-06-25,Inactive,App Install,4
2959,Pune,Maharashtra,2024-09-21,Regular,Organic Search,15
2960,Nagpur,Maharashtra,2023-02-01,New,Social Media,3
2961,Bengaluru,Karnataka,2024-03-15,Regular,Paid Ads,15
2962,Patna,Bihar,2024-04-09,Premium,Organic Search,51
2963,Vadodara,Gujarat,2024-04-10,New,Referral,1
2964,Vadodara,Gujarat,2024-08-31,Regular,Paid Ads,8
2965,Ahmedabad,Gujarat,2023-01-23,Inactive,Organic Search,2
2966,Agra,Uttar Pradesh,2024-03-17,Regular,App Install,15
2967,Agra,Uttar Pradesh,2024-04-10,Regular,App Install,20
2968,Mumbai,Maharashtra,2024-08-14,Regular,Email,9
2969,Bhopal,Madhya Pradesh,2024-01-25,Regular,Organic Search,13
2970,Vadodara,Gujarat,2023-03-22,Inactive,Email,1
2971,Agra,Uttar Pradesh,2024-08-08,Premium,Social Media,23
2972,Chennai,Tamil Nadu,2023-03-16,New,Referral,2
2973,Indore,Madhya Pradesh,2023-12-10,Regular,Email,14
2974,Vadodara,Gujarat,2023-05-01,Premium,Referral,46
2975,Bengaluru,Karnataka,2024-04-12,Regular,Social Media,6
2976,Patna,Bihar,2023-05-22,New,Referral,2
2977,Chennai,Tamil Nadu,2024-01-30,Premium,Email,26
2978,Agra,Uttar Pradesh,2023-03-18,Inactive,Organic Search,5
2979,Hyderabad,Telangana,2024-07-18,Regular,Paid Ads,12
2980,Kochi,Kerala,2023-04-05,Regular,Email,16
2981,Delhi,Delhi,2023-05-22,Inactive,Referral,3
2982,Patna,Bihar,2023-07-01,Premium,Paid Ads,24
2983,Bhopal,Madhya Pradesh,2024-09-09,New,Referral,2
2984,Kochi,Kerala,2024-06-08,New,Email,1
2985,Jaipur,Rajasthan,2024-04-05,Regular,Organic Search,12
2986,Kolkata,West Bengal,2024-01-11,Regular,Social Media,8
2987,Chennai,Tamil Nadu,2023-04-18,Regular,Email,15
2988,Delhi,Delhi,2023-10-28,Premium,Social Media,46
2989,Kolkata,West Bengal,2023-02-16,New,Social Media,2
2990,Bengaluru,Karnataka,2024-06-01,Regular,Paid Ads,4
2991,Mumbai,Maharashtra,2024-08-14,Premium,Paid Ads,23
2992,Ahmedabad,Gujarat,2024-01-11,New,Referral,1
2993,Patna,Bihar,2024-08-11,New,Organic Search,3
2994,Agra,Uttar Pradesh,2023-02-20,Inactive,Organic Search,4
2995,Kochi,Kerala,2023-08-13,Regular,App Install,14
2996,Lucknow,Uttar Pradesh,2024-02-24,Premium,Social Media,18
2997,Ahmedabad,Gujarat,2024-04-15,New,Paid Ads,1
2998,Surat,Gujarat,2023-05-20,New,Social Media,2
2999,Bengaluru,Karnataka,2023-07-01,New,Email,1
3000,Lucknow,Uttar Pradesh,2024-07-27,Premium,Email,35
3001,Kochi,Kerala,2023-10-14,New,Organic Search,1
3002,Nagpur,Maharashtra,2023-04-02,Inactive,Referral,5
3003,Nagpur,Maharashtra,2024-06-13,Regular,Paid Ads,9
3004,Hyderabad,Telangana,2023-09-26,Regular,App Install,18
3005,Delhi,Delhi,2023-09-04,Regular,Organic Search,8
3006,Coimbatore,Tamil Nadu,2024-03-05,Inactive,Organic Search,4
3007,Kolkata,West Bengal,2024-07-09,New,Social Media,1
3008,Pune,Maharashtra,2024-05-08,New,Organic Search,1
3009,Agra,Uttar Pradesh,2023-12-26,Regular,Email,5
3010,Delhi,Delhi,2023-04-04,New,Organic Search,3
3011,Hyderabad,Telangana,2024-01-16,Regular,Organic Search,9
3012,Ahmedabad,Gujarat,2024-04-19,Regular,Organic Search,6
3013,Patna,Bihar,2023-11-19,Regular,Paid Ads,17
3014,Surat,Gujarat,2023-03-24,Regular,App Install,5
3015,Kochi,Kerala,2024-01-07,New,Paid Ads,2
3016,Delhi,Delhi,2023-02-24,New,Email,1
3017,Indore,Madhya Pradesh,2023-07-24,Premium,Organic Search,17
3018,Bhopal,Madhya Pradesh,2024-04-18,New,Organic Search,2
3019,Lucknow,Uttar Pradesh,2024-08-30,Regular,Social Media,4
3020,Mumbai,Maharashtra,2023-01-05,Inactive,Referral,3
3021,Vadodara,Gujarat,2023-03-30,New,Email,3
3022,Hyderabad,Telangana,2023-11-16,Regular,Email,14
3023,Kochi,Kerala,2023-10-28,New,Paid Ads,3
3024,Hyderabad,Telangana,2023-05-25,Regular,Email,20
3025,Bengaluru,Karnataka,2024-04-24,Inactive,Referral,5
3026,Chennai,Tamil Nadu,2024-07-22,Premium,Email,28
3027,Hyderabad,Telangana,2024-02-27,Inactive,Social Media,2
3028,Nagpur,Maharashtra,2024-09-01,Regular,Social Media,12
3029,Patna,Bihar,2024-04-28,Regular,Organic Search,17
3030,Patna,Bihar,2023-04-01,Regular,Email,20
3031,Kolkata,West Bengal,2023-05-25,Regular,Referral,10
3032,Kolkata,West Bengal,2023-11-15,Inactive,Email,1
3033,Chennai,Tamil Nadu,2023-08-07,Inactive,App Install,1
3034,Mumbai,Maharashtra,2023-02-06,Premium,Social Media,36
3035,Indore,Madhya Pradesh,2023-02-16,Inactive,Paid Ads,3
3036,Coimbatore,Tamil Nadu,2024-07-28,Regular,App Install,16
3037,Hyderabad,Telangana,2023-08-16,Regular,App Install,9
3038,Ahmedabad,Gujarat,2023-03-12,New,Referral,2
3039,Jaipur,Rajasthan,2023-08-07,Regular,App Install,15
3040,Kolkata,West Bengal,2024-03-24,Regular,Social Media,20
3041,Nagpur,Maharashtra,2023-09-05,New,Social Media,1
3042,Bhopal,Madhya Pradesh,2024-03-06,Regular,Email,5
3043,Hyderabad,Telangana,2024-02-20,Regular,Social Media,17
3044,Mumbai,Maharashtra,2023-02-09,Premium,App Install,42
3045,Hyderabad,Telangana,2024-04-03,Inactive,Paid Ads,5
3046,Kolkata,West Bengal,2024-07-15,New,Paid Ads,3
3047,Delhi,Delhi,2023-09-15,Regular,Social Media,20
3048,Coimbatore,Tamil Nadu,2023-07-19,Inactive,Email,3
3049,Pune,Maharashtra,2023-07-01,New,Social Media,1
3050,Ahmedabad,Gujarat,2024-01-27,Regular,App Install,13
3051,Lucknow,Uttar Pradesh,2024-02-20,Premium,Paid Ads,49
3052,Nagpur,Maharashtra,2023-02-18,Regular,Social Media,14
3053,Delhi,Delhi,2023-02-24,Regular,Referral,18
3054,Surat,Gujarat,2023-10-11,Regular,App Install,5
3055,Hyderabad,Telangana,2024-02-07,Regular,Social Media,18
3056,Kochi,Kerala,2024-09-26,Regular,Social Media,15
3057,Ahmedabad,Gujarat,2023-03-23,New,Social Media,2
3058,Jaipur,Rajasthan,2023-06-13,Inactive,Paid Ads,5
3059,Kolkata,West Bengal,2023-07-07,Inactive,App Install,1
3060,Lucknow,Uttar Pradesh,2024-08-31,Premium,Organic Search,49
3061,Chennai,Tamil Nadu,2023-12-08,New,Social Media,1
3062,Kolkata,West Bengal,2023-02-13,Regular,Referral,13
3063,Delhi,Delhi,2023-01-29,New,App Install,3
3064,Chandigarh,Punjab,2023-04-15,Premium,Paid Ads,21
3065,Nagpur,Maharashtra,2023-03-27,Regular,Organic Search,18
3066,Delhi,Delhi,2024-06-03,Regular,Referral,7
3067,Pune,Maharashtra,2024-09-07,Regular,App Install,4
3068,Surat,Gujarat,2023-05-26,Regular,Social Media,13
3069,Agra,Uttar Pradesh,2024-03-31,Regular,App Install,16
3070,Indore,Madhya Pradesh,2023-02-25,New,App Install,3
3071,Indore,Madhya Pradesh,2023-07-01,Regular,Paid Ads,4
3072,Coimbatore,Tamil Nadu,2024-02-20,Inactive,App Install,5
3073,Coimbatore,Tamil Nadu,2024-01-15,Inactive,Paid Ads,3
3074,Jaipur,Rajasthan,2023-10-02,Inactive,App Install,1
3075,Surat,Gujarat,2023-07-01,Inactive,Organic Search,1
3076,Kochi,Kerala,2023-05-19,Inactive,Paid Ads,4
3077,Lucknow,Uttar Pradesh,2023-11-18,Premium,Email,37
3078,Kochi,Kerala,2023-03-02,New,Organic Search,1
3079,Lucknow,Uttar Pradesh,2024-03-03,New,App Install,1
3080,Delhi,Delhi,2023-03-22,New,Social Media,1
3081,Vadodara,Gujarat,2023-12-12,Regular,Paid Ads,9
3082,Patna,Bihar,2023-12-22,Regular,App Install,12
3083,Surat,Gujarat,2024-03-26,Inactive,App Install,5
3084,Vadodara,Gujarat,2023-12-14,Regular,Organic Search,18
3085,Coimbatore,Tamil Nadu,2023-10-17,New,Organic Search,2
3086,Nagpur,Maharashtra,2023-04-13,Premium,Referral,60
3087,Bhopal,Madhya Pradesh,2023-07-15,Regular,Paid Ads,18
3088,Bengaluru,Karnataka,2024-09-01,Regular,Email,5
3089,Chandigarh,Punjab,2023-12-29,Regular,App Install,15
3090,Hyderabad,Telangana,2023-01-29,Inactive,Paid Ads,1
3091,Agra,Uttar Pradesh,2023-02-19,New,Organic Search,2
3092,Agra,Uttar Pradesh,2023-10-22,Regular,App Install,10
3093,Coimbatore,Tamil Nadu,2023-11-08,New,App Install,1
3094,Bengaluru,Karnataka,2023-07-28,Regular,App Install,7
3095,Jaipur,Rajasthan,2023-01-04,New,Social Media,2
3096,Agra,Uttar Pradesh,2023-05-10,New,Organic Search,1
3097,Jaipur,Rajasthan,2024-03-14,Premium,Organic Search,47
3098,Agra,Uttar Pradesh,2024-09-18,Regular,App Install,13
3099,Bhopal,Madhya Pradesh,2023-03-07,New,Organic Search,3
3100,Coimbatore,Tamil Nadu,2023-11-04,Regular,App Install,7
3101,Kolkata,West Bengal,2023-08-15,Premium,App Install,36
3102,Vadodara,Gujarat,2024-09-22,New,Email,1
3103,Vadodara,Gujarat,2024-07-12,Inactive,Social Media,3
3104,Delhi,Delhi,2023-09-07,Inactive,Social Media,5
3105,Ahmedabad,Gujarat,2023-12-15,Premium,Paid Ads,17
3106,Ahmedabad,Gujarat,2024-01-06,New,Referral,1
3107,Pune,Maharashtra,2023-02-04,New,Organic Search,2
3108,Kolkata,West Bengal,2024-05-13,Regular,Email,4
3109,Lucknow,Uttar Pradesh,2023-01-20,Inactive,Referral,5
3110,Kochi,Kerala,2024-03-14,New,Email,1
3111,Chandigarh,Punjab,2023-03-17,New,Email,2
3112,Bhopal,Madhya Pradesh,2024-03-25,Regular,Referral,12
3113,Surat,Gujarat,2023-02-15,Premium,App Install,30
3114,Jaipur,Rajasthan,2024-05-05,New,Email,2
3115,Jaipur,Rajasthan,2023-05-09,Regular,App Install,10
3116,Bengaluru,Karnataka,2023-07-18,Inactive,Email,3
3117,Indore,Madhya Pradesh,2023-11-11,Inactive,Email,3
3118,Chandigarh,Punjab,2023-08-19,Premium,Organic Search,15
3119,Vadodara,Gujarat,2024-02-07,Regular,Referral,18
3120,Vadodara,Gujarat,2024-01-22,Regular,Paid Ads,14
3121,Indore,Madhya Pradesh,2023-12-02,Regular,Organic Search,10
3122,Bengaluru,Karnataka,2023-06-14,Premium,App Install,37
3123,Kolkata,West Bengal,2023-01-12,Premium,Organic Search,46
3124,Surat,Gujarat,2023-08-06,Regular,Referral,14
3125,Pune,Maharashtra,2023-09-19,Regular,Paid Ads,16
3126,Jaipur,Rajasthan,2023-07-08,Regular,Social Media,7
3127,Ahmedabad,Gujarat,2024-04-15,Inactive,Email,3
3128,Lucknow,Uttar Pradesh,2023-07-08,Premium,Email,18
3129,Bhopal,Madhya Pradesh,2023-07-11,New,App Install,3
3130,Mumbai,Maharashtra,2023-06-03,New,Paid Ads,1
3131,Kolkata,West Bengal,2023-11-12,New,Social Media,1
3132,Bengaluru,Karnataka,2023-03-13,New,Organic Search,3
3133,Bhopal,Madhya Pradesh,2023-02-02,Premium,Email,17
3134,Nagpur,Maharashtra,2024-03-07,Inactive,App Install,1
3135,Mumbai,Maharashtra,2023-12-31,Premium,Paid Ads,15
3136,Kochi,Kerala,2024-07-07,New,Email,2
3137,Pune,Maharashtra,2024-06-06,Regular,Social Media,11
3138,Chennai,Tamil Nadu,2023-01-15,Inactive,Paid Ads,1
3139,Patna,Bihar,2023-04-01,Inactive,Referral,4
3140,Vadodara,Gujarat,2024-03-30,Regular,Paid Ads,8
3141,Kochi,Kerala,2024-09-23,New,Organic Search,2
3142,Mumbai,Maharashtra,2023-12-09,New,Referral,2
3143,Coimbatore,Tamil Nadu,2024-07-30,Regular,Email,18
3144,Pune,Maharashtra,2023-11-28,Premium,Email,26
3145,Kolkata,West Bengal,2023-03-31,Inactive,Paid Ads,5
3146,Lucknow,Uttar Pradesh,2024-08-30,Regular,Referral,13
3147,Nagpur,Maharashtra,2023-06-21,Regular,Referral,5
3148,Delhi,Delhi,2023-08-25,Regular,Paid Ads,17
3149,Kochi,Kerala,2023-07-03,Premium,Organic Search,59
3150,Bengaluru,Karnataka,2023-05-25,Regular,Referral,15
3151,Agra,Uttar Pradesh,2023-12-29,Regular,Email,9
3152,Jaipur,Rajasthan,2023-03-21,New,Social Media,2
3153,Coimbatore,Tamil Nadu,2024-04-19,Regular,Organic Search,8
3154,Kolkata,West Bengal,2023-01-02,Regular,Referral,7
3155,Jaipur,Rajasthan,2023-04-04,Regular,Social Media,9
3156,Bhopal,Madhya Pradesh,2023-08-20,New,App Install,3
3157,Hyderabad,Telangana,2023-01-07,Inactive,Paid Ads,2
3158,Chennai,Tamil Nadu,2024-03-17,Premium,App Install,25
3159,Coimbatore,Tamil Nadu,2023-04-12,Regular,App Install,9
3160,Patna,Bihar,2023-03-11,Regular,Social Media,20
3161,Chandigarh,Punjab,2023-05-08,Regular,Email,19
3162,Kochi,Kerala,2023-01-05,New,App Install,2
3163,Coimbatore,Tamil Nadu,2024-08-02,Regular,Organic Search,17
3164,Surat,Gujarat,2023-04-19,Premium,Organic Search,47
3165,Hyderabad,Telangana,2024-03-23,Premium,Paid Ads,49
3166,Pune,Maharashtra,2024-01-16,Regular,Social Media,6
3167,Surat,Gujarat,2024-08-25,Regular,Social Media,18
3168,Bengaluru,Karnataka,2024-04-26,Inactive,Paid Ads,1
3169,Kochi,Kerala,2024-01-26,New,Email,3
3170,Kochi,Kerala,2023-02-15,Inactive,App Install,1
3171,Mumbai,Maharashtra,2023-12-14,Premium,Paid Ads,45
3172,Hyderabad,Telangana,2024-07-01,Regular,App Install,10
3173,Coimbatore,Tamil Nadu,2023-03-10,Premium,Email,39
3174,Coimbatore,Tamil Nadu,2024-09-15,Regular,Paid Ads,20
3175,Chennai,Tamil Nadu,2024-08-18,Premium,Referral,26
3176,Lucknow,Uttar Pradesh,2024-06-05,Regular,Social Media,14
3177,Vadodara,Gujarat,2023-11-15,Inactive,Organic Search,1
3178,Patna,Bihar,2024-06-10,Regular,Paid Ads,9
3179,Kolkata,West Bengal,2024-05-03,Premium,Paid Ads,15
3180,Coimbatore,Tamil Nadu,2023-02-25,New,Paid Ads,3
3181,Surat,Gujarat,2023-08-07,Premium,Email,33
3182,Bhopal,Madhya Pradesh,2024-07-03,Premium,Paid Ads,55
3183,Bengaluru,Karnataka,2023-08-23,Premium,Paid Ads,57
3184,Mumbai,Maharashtra,2023-06-09,New,Organic Search,2
3185,Ahmedabad,Gujarat,2023-04-01,Inactive,Social Media,3
3186,Indore,Madhya Pradesh,2024-05-13,New,Social Media,3
3187,Hyderabad,Telangana,2023-08-05,Regular,App Install,8
3188,Kochi,Kerala,2024-06-21,Regular,App Install,7
3189,Indore,Madhya Pradesh,2023-03-09,Inactive,Referral,3
3190,Pune,Maharashtra,2024-08-14,Regular,Email,10
3191,Hyderabad,Telangana,2023-01-11,Premium,App Install,23
3192,Kochi,Kerala,2023-01-14,Inactive,Paid Ads,1
3193,Patna,Bihar,2023-08-01,Regular,Organic Search,12
3194,Nagpur,Maharashtra,2023-06-02,Regular,Paid Ads,8
3195,Kolkata,West Bengal,2023-05-14,Regular,App Install,18
3196,Ahmedabad,Gujarat,2024-05-24,Inactive,Social Media,2
3197,Hyderabad,Telangana,2023-04-16,Premium,Paid Ads,38
3198,Indore,Madhya Pradesh,2023-07-18,Regular,Organic Search,8
3199,Agra,Uttar Pradesh,2024-05-30,Regular,Organic Search,17
3200,Kochi,Kerala,2023-12-10,New,Organic Search,2
3201,Bhopal,Madhya Pradesh,2023-09-17,Regular,Referral,10
3202,Nagpur,Maharashtra,2023-01-03,New,App Install,1
3203,Kolkata,West Bengal,2023-12-19,Inactive,App Install,5
